Date,Open,High,Low,Close,Adj Close,Volume
2014-03-26,58600.0,59500.0,58100.0,59200.0,50357.15625,1360441
2014-03-27,59500.0,59700.0,58900.0,59700.0,50782.46875,981268
2014-03-28,58800.0,59800.0,58500.0,59500.0,50612.34375,1025430
2014-03-31,59800.0,60200.0,58900.0,59300.0,50442.22265625,1187209
2014-04-01,59000.0,60000.0,58800.0,59700.0,50782.46875,1224315
2014-04-02,60500.0,61300.0,60500.0,60800.0,51718.16015625,1969494
2014-04-03,61500.0,61600.0,60000.0,60600.0,51548.04296875,1410086
2014-04-04,61000.0,61300.0,60500.0,60900.0,51803.2265625,1319245
2014-04-07,60600.0,60800.0,59800.0,60700.0,51633.09765625,763556
2014-04-08,60200.0,61000.0,60000.0,60700.0,51633.09765625,657407
2014-04-09,60400.0,61200.0,58400.0,59200.0,50357.15625,2982273
2014-04-10,59700.0,59800.0,57600.0,58600.0,49846.78125,2661787
2014-04-11,58100.0,59500.0,57900.0,59400.0,50527.28125,1147313
2014-04-14,59000.0,60000.0,59000.0,60000.0,51037.66015625,773818
2014-04-15,60200.0,60400.0,58900.0,59500.0,50612.34375,891144
2014-04-16,59600.0,59700.0,58900.0,59000.0,50187.03125,977266
2014-04-17,59400.0,59500.0,58200.0,59100.0,50272.09375,1117859
2014-04-18,59000.0,59300.0,58600.0,58900.0,50101.97265625,614187
2014-04-21,58700.0,58900.0,57900.0,58400.0,49676.66015625,721902
2014-04-22,58400.0,59100.0,58300.0,59100.0,50272.09375,655450
2014-04-23,59400.0,59500.0,58000.0,58200.0,49506.52734375,916378
2014-04-24,58000.0,58300.0,57100.0,58000.0,49336.40234375,932904
2014-04-25,58100.0,58600.0,57100.0,57300.0,48740.9609375,964243
2014-04-28,57500.0,58100.0,57500.0,57600.0,48996.15234375,605928
2014-04-29,58000.0,58400.0,57700.0,57700.0,49081.2109375,460221
2014-04-30,58300.0,58300.0,56000.0,57300.0,48740.9609375,1504951
2014-05-02,57300.0,57400.0,56200.0,56300.0,47890.3359375,1040390
2014-05-07,56900.0,57200.0,56100.0,56100.0,47720.2109375,1278381
2014-05-08,56500.0,57200.0,55600.0,56900.0,48400.71484375,906883
2014-05-09,56700.0,57400.0,56700.0,57400.0,48826.02734375,835328
2014-05-12,57200.0,57200.0,56200.0,56800.0,48315.65234375,376366
2014-05-13,57300.0,57800.0,56800.0,57100.0,48570.84375,597818
2014-05-14,58000.0,59600.0,57500.0,59600.0,50697.41015625,1808122
2014-05-15,59900.0,60000.0,59000.0,59100.0,50272.09375,822915
2014-05-16,59000.0,59400.0,58000.0,58000.0,49336.40234375,939052
2014-05-19,58700.0,59000.0,58000.0,59000.0,50187.03125,1359885
2014-05-20,58800.0,59000.0,58000.0,58400.0,49676.66015625,774913
2014-05-21,58600.0,59600.0,58000.0,59400.0,50527.28125,1060637
2014-05-22,60000.0,60400.0,59500.0,60100.0,51122.72265625,914478
2014-05-23,60200.0,60400.0,59900.0,60400.0,51377.91015625,790275
2014-05-26,60600.0,60700.0,60200.0,60500.0,51462.96875,717499
2014-05-27,60400.0,60500.0,58800.0,59100.0,50272.09375,571024
2014-05-28,58800.0,59700.0,58500.0,59400.0,50527.28125,621340
2014-05-29,59700.0,59800.0,58900.0,59400.0,50527.28125,678673
2014-05-30,59800.0,59800.0,58600.0,58800.0,50016.90625,1030263
2014-06-02,58900.0,59100.0,57800.0,58200.0,49506.52734375,584103
2014-06-03,57700.0,57800.0,56200.0,57600.0,48996.15234375,1375512
2014-06-05,58000.0,58000.0,56300.0,56600.0,48145.52734375,1326718
2014-06-09,56400.0,57000.0,56000.0,56500.0,48060.46484375,1170703
2014-06-10,56900.0,57300.0,56400.0,56900.0,48400.71484375,927063
2014-06-11,57300.0,57300.0,56100.0,56700.0,48230.5859375,805909
2014-06-12,56600.0,56700.0,56100.0,56500.0,48060.46484375,909157
2014-06-13,56400.0,56600.0,56000.0,56400.0,47975.3984375,514447
2014-06-16,56000.0,56200.0,55500.0,56200.0,47805.27734375,860972
2014-06-17,56100.0,57600.0,56000.0,57400.0,48826.02734375,941355
2014-06-18,57600.0,57700.0,56400.0,56800.0,48315.65234375,611207
2014-06-19,57100.0,57300.0,55600.0,55900.0,47550.0859375,1241326
2014-06-20,55900.0,56100.0,54200.0,54200.0,46104.01953125,1452143
2014-06-23,54400.0,54800.0,54000.0,54000.0,45933.89453125,1471278
2014-06-24,53600.0,54700.0,53600.0,54300.0,46189.078125,985421
2014-06-25,54400.0,54800.0,54300.0,54500.0,46359.20703125,570881
2014-06-26,55900.0,56300.0,55200.0,55900.0,47550.0859375,1155025
2014-06-27,56200.0,57200.0,55500.0,56700.0,48230.5859375,1247507
2014-06-30,56700.0,56900.0,55700.0,56600.0,48145.52734375,903046
2014-07-01,56600.0,56600.0,55300.0,55700.0,47379.9609375,870937
2014-07-02,56000.0,56000.0,55000.0,55300.0,47039.7109375,1215580
2014-07-03,55600.0,55600.0,54600.0,54900.0,46699.45703125,1594551
2014-07-04,55100.0,55200.0,54200.0,54500.0,46359.20703125,927377
2014-07-07,54300.0,55000.0,54100.0,55000.0,46784.5234375,866429
2014-07-08,55300.0,55300.0,54100.0,54300.0,46189.078125,902070
2014-07-09,54300.0,54600.0,53600.0,54000.0,45933.89453125,868550
2014-07-10,54000.0,54500.0,53900.0,54200.0,46104.01953125,619754
2014-07-11,53900.0,54800.0,53800.0,54400.0,46274.14453125,853061
2014-07-14,54500.0,54600.0,53500.0,53500.0,45508.5859375,887924
2014-07-15,53600.0,55600.0,53400.0,55400.0,47124.76953125,1314580
2014-07-16,55400.0,56400.0,55100.0,56000.0,47635.14453125,1648220
2014-07-17,56500.0,56500.0,55700.0,55700.0,47379.9609375,826403
2014-07-18,55600.0,56400.0,55400.0,56000.0,47635.14453125,923032
2014-07-21,56400.0,56500.0,55300.0,55700.0,47379.9609375,729922
2014-07-22,55800.0,56200.0,55200.0,55600.0,47294.90234375,669526
2014-07-23,55700.0,55700.0,54800.0,55400.0,47124.76953125,923189
2014-07-24,55500.0,56000.0,55100.0,55900.0,47550.0859375,857345
2014-07-25,56500.0,57100.0,55800.0,56800.0,48315.65234375,1873949
2014-07-28,56500.0,57400.0,56300.0,57100.0,48570.84375,779886
2014-07-29,57700.0,60500.0,57200.0,60500.0,51462.96875,3292442
2014-07-30,60400.0,61500.0,60200.0,61000.0,51888.28125,2179685
2014-07-31,61000.0,61400.0,60100.0,60900.0,51803.2265625,1357694
2014-08-01,60000.0,61300.0,59600.0,61000.0,51888.28125,1161122
2014-08-04,61300.0,63000.0,61200.0,62300.0,52994.1015625,1740860
2014-08-05,61500.0,62400.0,60600.0,61300.0,52143.4765625,834752
2014-08-06,61200.0,61900.0,60900.0,61300.0,52143.4765625,663198
2014-08-07,61500.0,62400.0,60900.0,61300.0,52143.4765625,800983
2014-08-08,60800.0,61000.0,59600.0,60500.0,51462.96875,850828
2014-08-11,61500.0,61500.0,59500.0,59500.0,50612.34375,778920
2014-08-12,59900.0,61000.0,59800.0,60600.0,51548.04296875,793733
2014-08-13,60800.0,61800.0,60200.0,61800.0,52568.79296875,714535
2014-08-14,61100.0,62000.0,60800.0,60800.0,51718.16015625,621036
2014-08-18,61500.0,61500.0,59900.0,59900.0,50952.59375,751381
2014-08-19,60000.0,61300.0,59900.0,60200.0,51207.7890625,868771
2014-08-20,60200.0,60800.0,59800.0,60500.0,51462.96875,587611
2014-08-21,60000.0,60500.0,58500.0,59000.0,50187.03125,1200985
2014-08-22,58700.0,59300.0,58700.0,59300.0,50442.22265625,509342
2014-08-25,59100.0,59500.0,58600.0,58900.0,50101.97265625,493967
2014-08-26,59600.0,60100.0,59100.0,59200.0,50357.15625,634029
2014-08-27,59500.0,60200.0,59300.0,59800.0,50867.53515625,706776
2014-08-28,60400.0,60500.0,59100.0,59600.0,50697.41015625,640303
2014-08-29,59000.0,61200.0,59000.0,61200.0,52058.41796875,1249887
2014-09-01,61400.0,61600.0,60300.0,60600.0,51548.04296875,454521
2014-09-02,60200.0,60400.0,59300.0,60100.0,51122.72265625,482427
2014-09-03,59500.0,60000.0,58400.0,58600.0,49846.78125,779507
2014-09-04,59000.0,59400.0,58100.0,58500.0,49761.71875,621566
2014-09-05,58100.0,59000.0,58100.0,58600.0,49846.78125,390047
2014-09-11,58600.0,58900.0,57500.0,58100.0,49421.46484375,1192156
2014-09-12,58200.0,60100.0,58200.0,59600.0,50697.41015625,779796
2014-09-15,60100.0,60100.0,59500.0,60100.0,51122.72265625,436576
2014-09-16,60000.0,60100.0,58900.0,59000.0,50187.03125,491111
2014-09-17,59200.0,59200.0,58500.0,59000.0,50187.03125,422658
2014-09-18,58100.0,58800.0,53100.0,54400.0,46274.14453125,6781572
2014-09-19,54000.0,55800.0,53700.0,54900.0,46699.45703125,2862771
2014-09-22,55500.0,55800.0,54500.0,54700.0,46529.33203125,871331
2014-09-23,54000.0,54400.0,53200.0,53300.0,45338.44921875,1861523
2014-09-24,52200.0,53400.0,52000.0,53100.0,45168.328125,1664439
2014-09-25,53300.0,54100.0,53200.0,53400.0,45423.51953125,1338228
2014-09-26,52500.0,53400.0,52400.0,53000.0,45083.26171875,870052
2014-09-29,53100.0,53600.0,53000.0,53200.0,45253.390625,898627
2014-09-30,53300.0,54200.0,53200.0,53700.0,45678.70703125,1305412
2014-10-01,53200.0,54900.0,53200.0,54500.0,46359.20703125,1841783
2014-10-02,54500.0,55200.0,54000.0,54300.0,46189.078125,1875226
2014-10-06,53800.0,55900.0,53800.0,55600.0,47294.90234375,1795423
2014-10-07,56300.0,56300.0,54900.0,56100.0,47720.2109375,1326709
2014-10-08,55900.0,56100.0,55300.0,55900.0,47550.0859375,1002745
2014-10-10,55900.0,56500.0,55000.0,56500.0,48060.46484375,1348536
2014-10-13,55700.0,56700.0,55600.0,56400.0,47975.3984375,798355
2014-10-14,56300.0,56300.0,55000.0,55300.0,47039.7109375,886315
2014-10-15,55000.0,55500.0,54300.0,55000.0,46784.5234375,745742
2014-10-16,54800.0,55000.0,53000.0,53300.0,45338.44921875,1678704
2014-10-17,53000.0,54500.0,53000.0,53300.0,45338.44921875,1164806
2014-10-20,54200.0,55200.0,53800.0,55000.0,46784.5234375,662320
2014-10-21,54300.0,54900.0,53600.0,54000.0,45933.89453125,747661
2014-10-22,54400.0,54500.0,51700.0,52800.0,44913.140625,1716491
2014-10-23,53400.0,55000.0,52500.0,54300.0,46189.078125,1093108
2014-10-24,54500.0,54800.0,53000.0,54400.0,46274.14453125,1145594
2014-10-27,54500.0,54800.0,53700.0,54100.0,46018.95703125,639065
2014-10-28,53700.0,54100.0,52700.0,52900.0,44998.20703125,802698
2014-10-29,53000.0,53700.0,52800.0,53300.0,45338.44921875,1105211
2014-10-30,53300.0,53400.0,52500.0,52800.0,44913.140625,522217
2014-10-31,53400.0,53400.0,52000.0,52100.0,44317.703125,1284967
2014-11-03,52000.0,52000.0,49050.0,49200.0,41850.8828125,2403343
2014-11-04,49000.0,49150.0,48300.0,49100.0,41765.81640625,1917729
2014-11-05,49100.0,50500.0,49000.0,49300.0,41935.9453125,1236622
2014-11-06,49300.0,52700.0,49100.0,52700.0,44828.0703125,1682824
2014-11-07,52600.0,54200.0,52300.0,53500.0,45508.5859375,1226652
2014-11-10,53900.0,55300.0,53600.0,54500.0,46359.20703125,1285337
2014-11-11,54400.0,56800.0,53700.0,55600.0,47294.90234375,1738561
2014-11-12,55600.0,56200.0,55000.0,55000.0,46784.5234375,917210
2014-11-13,54600.0,55800.0,54600.0,55100.0,46869.5859375,459130
2014-11-14,54900.0,55400.0,54500.0,55200.0,46954.64453125,560541
2014-11-17,55200.0,55900.0,54500.0,55800.0,47465.01953125,655270
2014-11-18,55900.0,56000.0,55300.0,56000.0,47635.14453125,557420
2014-11-19,56600.0,56800.0,54400.0,56400.0,47975.3984375,1150276
2014-11-20,55700.0,56300.0,54800.0,56000.0,47635.14453125,599652
2014-11-21,56000.0,56300.0,55300.0,56300.0,47890.3359375,582746
2014-11-24,56300.0,56500.0,55900.0,55900.0,47550.0859375,618331
2014-11-25,56200.0,56400.0,55300.0,55700.0,47379.9609375,683980
2014-11-26,55700.0,55900.0,55000.0,55500.0,47209.8359375,363417
2014-11-27,55100.0,56200.0,54800.0,55900.0,47550.0859375,631174
2014-11-28,55500.0,56600.0,55500.0,55700.0,47379.9609375,409607
2014-12-01,55100.0,56200.0,55100.0,55900.0,47550.0859375,770538
2014-12-02,55900.0,56400.0,55000.0,55800.0,47465.01953125,598379
2014-12-03,55400.0,56500.0,55300.0,55400.0,47124.76953125,524714
2014-12-04,55800.0,57800.0,55400.0,57300.0,48740.9609375,1192875
2014-12-05,57500.0,57900.0,57000.0,57700.0,49081.2109375,752009
2014-12-08,57500.0,58300.0,56900.0,57300.0,48740.9609375,512451
2014-12-09,57400.0,57800.0,56300.0,56700.0,48230.5859375,498056
2014-12-10,56400.0,56900.0,55600.0,55700.0,47379.9609375,502485
2014-12-11,54600.0,55700.0,54100.0,54100.0,46018.95703125,1133367
2014-12-12,53700.0,56500.0,53700.0,55600.0,47294.90234375,904533
2014-12-15,55600.0,56700.0,55100.0,55900.0,47550.0859375,404906
2014-12-16,55300.0,56000.0,54700.0,55000.0,46784.5234375,578468
2014-12-17,54600.0,55000.0,52400.0,52500.0,44657.95703125,1682110
2014-12-18,53100.0,53300.0,51600.0,52600.0,44743.015625,1234336
2014-12-19,53400.0,53500.0,51900.0,52400.0,44572.890625,852687
2014-12-22,52200.0,52900.0,52000.0,52800.0,44913.140625,627869
2014-12-23,53000.0,53900.0,52800.0,53400.0,45423.51953125,696563
2014-12-24,54100.0,54600.0,53400.0,53800.0,45763.76953125,727336
2014-12-26,54000.0,54200.0,53800.0,54000.0,45933.89453125,472313
2014-12-29,53300.0,53600.0,53000.0,53000.0,45933.89453125,322808
2014-12-30,53800.0,53800.0,51700.0,52300.0,45327.22265625,723916
2015-01-02,51600.0,52600.0,51600.0,52300.0,45327.22265625,616867
2015-01-05,52200.0,52300.0,51600.0,52000.0,45067.21484375,651421
2015-01-06,51500.0,51600.0,50900.0,51200.0,44373.87109375,777311
2015-01-07,50500.0,52100.0,50500.0,51800.0,44893.8828125,598333
2015-01-08,51800.0,52600.0,51800.0,52200.0,45240.5546875,701430
2015-01-09,52700.0,54400.0,52500.0,53400.0,46280.5625,927979
2015-01-12,52900.0,53800.0,52700.0,53000.0,45933.89453125,589295
2015-01-13,54500.0,54800.0,53600.0,54200.0,46973.90625,1145916
2015-01-14,54700.0,54900.0,53300.0,53600.0,46453.8984375,857911
2015-01-15,53200.0,53400.0,52100.0,52500.0,45500.5546875,1137595
2015-01-16,51900.0,52400.0,51100.0,52000.0,45067.21484375,884515
2015-01-19,51500.0,51900.0,51100.0,51500.0,44633.87890625,897406
2015-01-20,51300.0,52000.0,51300.0,51900.0,44980.55078125,725531
2015-01-21,51500.0,51900.0,49850.0,50300.0,43593.86328125,2187421
2015-01-22,50300.0,50700.0,49800.0,50200.0,43507.1953125,1757493
2015-01-23,50400.0,50800.0,48900.0,49250.0,42683.85546875,2748392
2015-01-26,48000.0,48500.0,46400.0,46450.0,40257.15234375,4520696
2015-01-27,46150.0,46400.0,44750.0,45400.0,39347.14453125,4113849
2015-01-28,45000.0,46600.0,45000.0,46000.0,39867.15234375,2895702
2015-01-29,46050.0,47000.0,45950.0,46650.0,40430.49609375,1337853
2015-01-30,47300.0,47350.0,45950.0,46000.0,39867.15234375,1912599
2015-02-02,45800.0,46600.0,45800.0,46550.0,40343.828125,981947
2015-02-03,46250.0,46400.0,45050.0,45400.0,39347.14453125,1936168
2015-02-04,46200.0,46200.0,45500.0,46000.0,39867.15234375,1641512
2015-02-05,45700.0,46000.0,45150.0,45350.0,39303.8125,1203424
2015-02-06,45350.0,45600.0,44000.0,44500.0,38567.13671875,2714991
2015-02-09,44000.0,44150.0,43100.0,43200.0,37440.45703125,2034092
2015-02-10,43000.0,44000.0,42950.0,43500.0,37700.4609375,1533438
2015-02-11,43500.0,44100.0,43500.0,44000.0,38133.80078125,825954
2015-02-12,44450.0,44500.0,43800.0,44200.0,38307.13671875,1024650
2015-02-13,44300.0,45800.0,44250.0,45000.0,39000.48046875,1315263
2015-02-16,45250.0,45450.0,44500.0,45050.0,39043.80859375,728683
2015-02-17,45100.0,46000.0,45100.0,45750.0,39650.484375,902848
2015-02-23,46350.0,46400.0,45850.0,46250.0,40083.8203125,1348149
2015-02-24,46600.0,46900.0,46100.0,46300.0,40127.15234375,938755
2015-02-25,46400.0,46600.0,46000.0,46550.0,40343.828125,891207
2015-02-26,46150.0,46500.0,46000.0,46300.0,40127.15234375,998414
2015-02-27,46050.0,46200.0,45100.0,45500.0,39433.81640625,1865265
2015-03-02,45400.0,45750.0,45000.0,45500.0,39433.81640625,758527
2015-03-03,45500.0,47350.0,45500.0,46700.0,40473.83203125,1909279
2015-03-04,47250.0,47800.0,46600.0,46750.0,40517.1640625,1475861
2015-03-05,46300.0,47350.0,46300.0,46900.0,40647.1640625,781005
2015-03-06,47100.0,48500.0,47100.0,48000.0,41600.50390625,1791270
2015-03-09,47950.0,48150.0,47350.0,47750.0,41383.8359375,832777
2015-03-10,47950.0,48350.0,47350.0,47450.0,41123.8359375,755746
2015-03-11,46700.0,48150.0,46500.0,47300.0,40993.8359375,1454138
2015-03-12,47350.0,47900.0,46850.0,46850.0,40603.828125,1677945
2015-03-13,47150.0,47300.0,46100.0,46350.0,40170.48828125,1217606
2015-03-16,46400.0,46550.0,45750.0,46100.0,39953.82421875,1239892
2015-03-17,46350.0,47750.0,46250.0,47350.0,41037.171875,1558351
2015-03-18,47500.0,48150.0,47350.0,47550.0,41210.50390625,1549610
2015-03-19,48200.0,48300.0,47050.0,47350.0,41037.171875,1273389
2015-03-20,47100.0,47300.0,46450.0,47000.0,40733.828125,1055866
2015-03-23,47100.0,47150.0,46400.0,46600.0,40387.16015625,676639
2015-03-24,46600.0,46600.0,45550.0,46000.0,39867.15234375,1302665
2015-03-25,45600.0,45950.0,45050.0,45100.0,39087.14453125,1209994
2015-03-26,44850.0,45850.0,44850.0,45250.0,39217.14453125,1125494
2015-03-27,45000.0,45800.0,45000.0,45400.0,39347.14453125,698131
2015-03-30,45200.0,45700.0,45100.0,45250.0,39217.14453125,559632
2015-03-31,45550.0,45750.0,44900.0,45200.0,39173.81640625,964411
2015-04-01,45050.0,45250.0,44000.0,44250.0,38350.46484375,1570726
2015-04-02,44450.0,45050.0,44200.0,44300.0,38393.80078125,819444
2015-04-03,44500.0,44950.0,44500.0,44700.0,38740.46875,447075
2015-04-06,44700.0,44700.0,44000.0,44050.0,38177.1328125,785438
2015-04-07,44150.0,44450.0,44000.0,44100.0,38220.46875,800116
2015-04-08,44000.0,44350.0,43950.0,44000.0,38133.80078125,1207854
2015-04-09,43750.0,44750.0,43750.0,44100.0,38220.46875,1152939
2015-04-10,44000.0,45400.0,44000.0,45050.0,39043.80859375,2178522
2015-04-13,45450.0,45700.0,44900.0,44950.0,38957.14453125,1277999
2015-04-14,45150.0,47250.0,45100.0,47000.0,40733.828125,3310220
2015-04-15,47600.0,47600.0,46700.0,47300.0,40993.8359375,1705210
2015-04-16,46750.0,47000.0,46300.0,46750.0,40517.1640625,1386838
2015-04-17,47250.0,47750.0,46900.0,47500.0,41167.16796875,1668378
2015-04-20,46950.0,47950.0,46550.0,47850.0,41470.5078125,1560337
2015-04-21,47900.0,48200.0,47500.0,47900.0,41513.84375,1618542
2015-04-22,47800.0,48050.0,47400.0,47600.0,41253.83203125,1321200
2015-04-23,48200.0,49850.0,48000.0,49500.0,42900.5234375,3057927
2015-04-24,50100.0,51100.0,50000.0,50700.0,43940.5390625,3076331
2015-04-27,51700.0,52000.0,51000.0,51900.0,44980.55078125,2236534
2015-04-28,51800.0,51800.0,49700.0,50100.0,43420.53125,1798255
2015-04-29,49700.0,51000.0,48500.0,50700.0,43940.5390625,1746117
2015-04-30,49600.0,50000.0,48900.0,49600.0,42987.19140625,1134521
2015-05-04,49600.0,51000.0,49550.0,50800.0,44027.203125,963558
2015-05-06,51000.0,51700.0,50900.0,51500.0,44633.87890625,1766608
2015-05-07,51100.0,51500.0,50400.0,51500.0,44633.87890625,1049713
2015-05-08,51400.0,52200.0,51300.0,52100.0,45153.8828125,1105816
2015-05-11,52600.0,52700.0,50700.0,50700.0,43940.5390625,846325
2015-05-12,51200.0,51500.0,50500.0,51200.0,44373.87109375,678837
2015-05-13,50800.0,51200.0,50400.0,50600.0,43853.87109375,733162
2015-05-14,50000.0,50200.0,49050.0,49550.0,42943.859375,1509828
2015-05-15,49550.0,49650.0,48050.0,48600.0,42120.51171875,1747954
2015-05-18,48650.0,48750.0,47600.0,48150.0,41730.51171875,1023957
2015-05-19,47850.0,48850.0,47500.0,48600.0,42120.51171875,1323105
2015-05-20,49300.0,49900.0,48700.0,49500.0,42900.5234375,1173958
2015-05-21,49150.0,49550.0,48250.0,48300.0,41860.51171875,802985
2015-05-22,48100.0,48950.0,48100.0,48950.0,42423.85546875,851294
2015-05-26,48500.0,48750.0,47600.0,47600.0,41253.83203125,989952
2015-05-27,47100.0,47850.0,47050.0,47500.0,41167.16796875,1131122
2015-05-28,47450.0,47800.0,47250.0,47500.0,41167.16796875,1050686
2015-05-29,47000.0,48000.0,47000.0,47650.0,41297.1640625,972084
2015-06-01,47650.0,47850.0,46000.0,47350.0,41037.171875,899831
2015-06-02,47300.0,47350.0,44950.0,45400.0,39347.14453125,2495174
2015-06-03,44150.0,45600.0,44150.0,45000.0,39000.48046875,1697555
2015-06-04,44500.0,44950.0,44250.0,44450.0,38523.8046875,1625009
2015-06-05,44000.0,44450.0,43800.0,44150.0,38263.80078125,1009887
2015-06-08,43950.0,44000.0,43000.0,43050.0,37310.453125,1449410
2015-06-09,43100.0,43750.0,43000.0,43200.0,37440.45703125,915385
2015-06-10,43600.0,44900.0,43600.0,44250.0,38350.46484375,1392616
2015-06-11,44250.0,47300.0,44250.0,45850.0,39737.1484375,2176526
2015-06-12,46750.0,46850.0,45300.0,45850.0,39737.1484375,874256
2015-06-15,45850.0,46200.0,45050.0,46000.0,39867.15234375,624467
2015-06-16,45950.0,46000.0,44100.0,45200.0,39173.81640625,1256829
2015-06-17,45050.0,45950.0,44700.0,44950.0,38957.14453125,754880
2015-06-18,45400.0,45850.0,44300.0,45350.0,39303.8125,1019047
2015-06-19,46000.0,46000.0,44950.0,45700.0,39607.15234375,1119432
2015-06-22,45700.0,46350.0,45700.0,45800.0,39693.8203125,512477
2015-06-23,46400.0,46400.0,45800.0,45800.0,39693.8203125,622042
2015-06-24,45800.0,46450.0,45600.0,46450.0,40257.15234375,620683
2015-06-25,46500.0,46500.0,45800.0,45950.0,39823.81640625,860844
2015-06-26,46600.0,46800.0,45900.0,46100.0,39953.82421875,545885
2015-06-29,44950.0,45300.0,44650.0,45100.0,39087.14453125,720322
2015-06-30,45000.0,45850.0,44450.0,45300.0,39260.4765625,1061061
2015-07-01,45050.0,46200.0,44600.0,45600.0,39520.484375,942662
2015-07-02,46050.0,46050.0,44700.0,44900.0,38913.8046875,783556
2015-07-03,45050.0,45050.0,44500.0,44600.0,38653.8046875,575032
2015-07-06,43900.0,44300.0,43650.0,43850.0,38003.796875,887338
2015-07-07,43800.0,44150.0,43750.0,44100.0,38220.46875,666161
2015-07-08,43800.0,44300.0,43600.0,44100.0,38220.46875,920485
2015-07-09,43550.0,43900.0,43400.0,43800.0,37960.4609375,1520454
